entity_id,month,gst_turnover_declared,gst_filed_on_time,bank_inflows,upi_txn_count,epfo_employee_count,energy_units
AUTO_COMPONENTS,-17,10962678.97,1,4517025.86,1226,38,13387.0
AUTO_COMPONENTS,-16,12281390.63,1,4422134.07,1272,38,13901.8
AUTO_COMPONENTS,-15,12966835.61,1,4803083.58,1303,38,14067.7
AUTO_COMPONENTS,-14,11629820.66,1,4807607.85,1303,38,13404.5
AUTO_COMPONENTS,-13,11726864.15,1,4496176.96,1326,38,13128.3
AUTO_COMPONENTS,-12,10673155.03,1,4124133.78,1270,38,12951.5
AUTO_COMPONENTS,-11,9548386.94,1,3813028.94,1230,38,11032.3
AUTO_COMPONENTS,-10,11046163.68,0,4722679.72,1326,38,12627.3
AUTO_COMPONENTS,-9,10255642.56,1,3983052.8,1348,38,12127.4
AUTO_COMPONENTS,-8,10132291.62,1,4168182.35,1239,37,12398.5
AUTO_COMPONENTS,-7,10155712.11,1,3803179.61,1100,36,10904.4
AUTO_COMPONENTS,-6,9124618.68,1,3808558.49,1110,34,11671.8
AUTO_COMPONENTS,-5,8732986.5,1,3436719.13,1063,31,11654.7
AUTO_COMPONENTS,-4,8827012.76,1,3581598.21,960,29,11981.1
AUTO_COMPONENTS,-3,8044875.49,1,3313226.51,849,26,12522.6
AUTO_COMPONENTS,-2,7633116.4,0,2683352.15,739,22,11476.4
AUTO_COMPONENTS,-1,5455273.69,0,2216746.08,647,19,9533.4
AUTO_COMPONENTS,0,4156365.85,1,1638018.03,518,15,8089.9
LOGISTICS,-23,2998251.6,1,3270778.26,1901,22,8485.4
LOGISTICS,-22,3531270.07,1,3234879.73,1835,21,9549.1
LOGISTICS,-21,3202001.47,1,2924864.58,1906,22,10098.4
LOGISTICS,-20,3463198.44,1,3343297.84,1700,22,9046.2
LOGISTICS,-19,3545227.07,1,3193683.65,1974,23,9328.0
LOGISTICS,-18,3903448.87,1,3469246.54,1990,23,9413.2
LOGISTICS,-17,3947233.92,1,3267481.39,1984,23,9843.1
LOGISTICS,-16,3991766.27,1,3295444.89,1772,22,10351.7
LOGISTICS,-15,3900609.6,1,3943379.53,1813,21,9970.9
LOGISTICS,-14,3997153.69,1,3403227.77,1815,22,10393.0
LOGISTICS,-13,3962947.33,0,3627190.33,1939,22,9585.7
LOGISTICS,-12,3358201.33,1,3289126.85,1953,23,9419.9
LOGISTICS,-11,3672992.51,1,3215296.35,2021,23,9177.7
LOGISTICS,-10,4058965.65,1,3288824.05,1850,23,10157.0
LOGISTICS,-9,3357776.05,1,2965167.41,2053,22,9249.4
LOGISTICS,-8,3357249.62,1,3214219.94,1877,21,8995.3
LOGISTICS,-7,3249834.39,1,3035326.43,2056,22,8538.6
LOGISTICS,-6,3885148.99,1,3050143.9,2014,22,9768.6
LOGISTICS,-5,3791645.91,1,3157200.91,2100,23,10046.9
LOGISTICS,-4,3913484.41,1,3648484.53,1997,23,10660.5
LOGISTICS,-3,4502945.58,1,4011918.65,1966,23,11307.4
LOGISTICS,-2,4195087.28,0,3612802.41,1843,22,10296.9
LOGISTICS,-1,3810330.36,1,3139924.76,1883,21,9548.6
LOGISTICS,0,3467927.14,1,2966848.88,1755,22,8530.3
E20261703,-23,29453.26,0,23375.72,21,1,67.3
E20261703,-22,34262.96,0,27793.52,20,1,77.0
E20261703,-21,29534.24,0,21280.5,19,1,71.7
E20261703,-20,29938.42,0,25132.37,20,1,73.4
E20261703,-19,32741.64,0,27819.09,22,1,76.1
E20261703,-18,35511.59,0,29466.26,23,1,85.6
E20261703,-17,37045.01,0,27295.29,23,1,76.2
E20261703,-16,33852.41,0,28989.46,22,1,78.8
E20261703,-15,36389.42,0,29179.84,21,1,80.9
E20261703,-14,33987.99,0,27583.25,21,1,94.0
E20261703,-13,34667.67,0,29663.78,20,1,79.1
E20261703,-12,31518.1,0,26218.39,22,1,81.9
E20261703,-11,29682.56,0,25570.75,23,1,78.6
E20261703,-10,36235.26,0,27387.68,22,1,89.3
E20261703,-9,31060.55,0,26384.23,21,1,80.2
E20261703,-8,29417.81,0,24333.08,19,1,72.7
E20261703,-7,27614.91,0,26561.85,20,1,72.9
E20261703,-6,32855.76,0,27642.23,22,1,77.2
E20261703,-5,33259.24,0,29796.3,23,1,83.3
E20261703,-4,37170.24,0,31929.57,23,1,89.2
E20261703,-3,37798.71,0,32663.15,21,1,88.8
E20261703,-2,34430.52,0,29074.62,21,1,80.7
E20261703,-1,31476.55,0,25739.0,18,1,83.1
E20261703,0,29588.72,0,25243.8,20,1,73.9
E20261704,-23,3099296.45,1,2577005.88,2186,1,7497.6
E20261704,-22,3334355.16,1,2872070.77,2443,1,8474.4
E20261704,-21,3188203.23,1,2804346.58,2370,1,7881.6
E20261704,-20,3127973.24,1,2698657.41,2361,1,7765.8
E20261704,-19,3220731.89,1,2596252.93,2198,1,7453.6
E20261704,-18,3073068.24,1,2838378.85,2154,1,8345.2
E20261704,-17,3334891.03,1,2786066.73,2248,1,8143.3
E20261704,-16,3315572.28,1,2622772.73,2285,1,8599.6
E20261704,-15,3840234.99,1,2831857.86,2344,1,9707.2
E20261704,-14,3383326.58,1,3548062.54,2393,1,9261.1
E20261704,-13,3238599.61,1,2644518.6,2485,1,8475.4
E20261704,-12,2980871.47,1,2706349.57,2513,1,7804.6
E20261704,-11,3257557.88,1,2798934.62,2334,1,7687.3
E20261704,-10,3233459.27,1,3209757.87,2460,1,8738.5
E20261704,-9,3207537.76,1,2542883.79,2264,1,7953.4
E20261704,-8,3201377.62,1,2737411.43,2326,1,7618.9
E20261704,-7,3000905.57,1,2574621.14,2404,1,8000.7
E20261704,-6,3370958.17,1,2549040.11,2322,1,7952.5
E20261704,-5,3140933.25,1,3053058.61,2378,1,8864.8
E20261704,-4,2990896.43,0,2967737.23,2350,1,8719.3
E20261704,-3,3635099.78,1,3215731.58,2081,1,9076.5
E20261704,-2,3207958.62,1,2992889.76,2220,1,9103.3
E20261704,-1,2827708.89,1,2423153.4,1903,1,7230.9
E20261704,0,2068125.36,1,1966987.78,1864,1,7162.2
E20261705,-23,42845.33,1,35590.59,22,24,108.8
E20261705,-22,47026.35,1,40325.17,20,23,113.5
E20261705,-21,40175.23,1,41272.22,23,23,113.1
E20261705,-20,44792.91,1,39227.64,24,24,115.4
E20261705,-19,48676.1,1,38081.29,25,25,113.6
E20261705,-18,47243.43,1,43218.05,25,26,116.8
E20261705,-17,47702.58,1,43605.98,24,25,115.1
E20261705,-16,43927.88,1,40332.83,25,24,121.9
E20261705,-15,53185.1,1,41009.98,23,23,120.6
E20261705,-14,48431.18,1,42475.08,21,23,130.0
E20261705,-13,48477.51,1,42465.5,23,24,117.2
E20261705,-12,42472.16,1,35689.02,23,25,110.6
E20261705,-11,43216.29,1,40534.89,25,26,115.9
E20261705,-10,49814.91,1,44442.67,23,25,125.3
E20261705,-9,41075.25,1,39753.79,22,24,110.0
E20261705,-8,40841.05,1,37128.05,21,23,105.8
E20261705,-7,42281.63,1,38631.67,22,23,100.8
E20261705,-6,43021.81,1,40961.34,22,24,111.9
E20261705,-5,53058.53,1,41791.03,24,25,125.3
E20261705,-4,50031.77,1,41647.2,25,26,132.8
E20261705,-3,55390.96,1,41281.93,23,25,137.2
E20261705,-2,50730.8,1,43716.1,23,24,131.2
E20261705,-1,40656.78,1,38372.39,23,23,113.9
E20261705,0,40666.47,1,36171.96,25,23,106.2
E20261706,-23,191723.75,1,169452.05,54,1,478.7
E20261706,-22,215442.41,1,190916.73,50,1,576.9
E20261706,-21,187120.13,1,166622.68,50,1,513.0
E20261706,-20,193474.88,1,192439.78,50,1,519.4
E20261706,-19,194974.75,1,181923.2,55,1,516.1
E20261706,-18,222625.15,1,187229.21,57,1,526.7
E20261706,-17,233181.91,1,182759.21,55,1,584.7
E20261706,-16,196911.01,1,186354.02,57,1,596.3
E20261706,-15,251961.28,1,208313.96,51,1,603.7
E20261706,-14,229800.05,1,195757.38,51,1,582.6
E20261706,-13,213131.98,1,221929.41,54,1,580.7
E20261706,-12,215149.45,0,197244.52,59,1,539.9
E20261706,-11,210159.74,1,188857.9,60,1,488.9
E20261706,-10,218414.95,1,216551.26,53,1,561.7
E20261706,-9,196795.54,1,187597.64,51,1,536.4
E20261706,-8,204091.94,1,178491.3,50,1,499.7
E20261706,-7,190956.26,1,160448.16,54,1,508.1
E20261706,-6,197331.6,1,174855.84,57,1,550.7
E20261706,-5,211368.32,1,192178.45,56,1,552.6
E20261706,-4,232423.25,1,222808.02,61,1,589.5
E20261706,-3,235011.9,1,190698.15,59,1,650.8
E20261706,-2,226662.88,1,209532.46,49,1,606.1
E20261706,-1,209868.43,1,198142.82,55,1,531.9
E20261706,0,199175.38,1,176796.5,60,1,480.5
E20261707,-23,636410.78,1,525394.87,182,1,1697.5
E20261707,-22,699482.41,1,612853.62,183,1,1858.1
E20261707,-21,640059.11,1,616748.47,179,1,1719.7
E20261707,-20,724598.13,1,603057.7,184,1,1786.2
E20261707,-19,700064.44,1,607142.85,199,1,1749.2
E20261707,-18,765581.01,1,660826.58,199,1,1860.0
E20261707,-17,726679.98,1,665405.59,185,1,1913.8
E20261707,-16,736635.73,1,622353.61,180,1,2038.2
E20261707,-15,731468.9,1,653200.58,172,1,2032.0
E20261707,-14,783347.0,0,751738.1,175,1,1999.2
E20261707,-13,790874.84,0,615856.92,176,1,1949.8
E20261707,-12,674494.89,1,586146.68,192,1,1631.0
E20261707,-11,724603.17,1,521826.29,182,1,1719.5
E20261707,-10,695148.17,1,682491.47,195,1,2004.5
E20261707,-9,676899.77,1,629735.43,194,1,1699.2
E20261707,-8,641530.57,0,596030.23,165,1,1803.1
E20261707,-7,636563.37,1,507308.22,170,1,1635.5
E20261707,-6,746179.54,1,587682.25,167,1,1752.8
E20261707,-5,756768.18,1,703922.79,191,1,2113.8
E20261707,-4,704548.41,1,680277.01,186,1,2052.8
E20261707,-3,843480.95,1,660526.93,162,1,2149.4
E20261707,-2,766420.4,1,733922.58,183,1,1983.7
E20261707,-1,699369.46,0,561798.86,163,1,1761.7
E20261707,0,640524.87,1,593135.76,179,1,1731.1
E20261708,-23,439167.2,0,378803.7,325,12,1059.7
E20261708,-22,511135.79,0,449144.6,325,12,1198.0
E20261708,-21,453613.72,0,367065.08,346,12,1120.6
E20261708,-20,476913.12,0,437767.57,317,12,1141.4
E20261708,-19,469038.89,0,385758.19,346,13,1219.8
E20261708,-18,531801.89,0,423324.03,383,13,1161.9
E20261708,-17,541096.78,0,435913.5,326,13,1278.6
E20261708,-16,531277.61,0,405343.85,332,12,1235.6
E20261708,-15,548432.67,0,467322.02,297,12,1281.1
E20261708,-14,534993.24,0,442130.13,326,12,1250.2
E20261708,-13,484664.18,0,448971.91,343,12,1246.3
E20261708,-12,450046.38,0,429979.98,405,13,1144.7
E20261708,-11,493324.02,0,388653.58,343,13,1076.4
E20261708,-10,512976.45,0,427852.05,327,13,1194.0
E20261708,-9,402235.99,0,403350.88,326,12,1152.3
E20261708,-8,441907.47,0,377766.57,338,12,1077.8
E20261708,-7,469169.34,0,368578.56,296,12,1124.1
E20261708,-6,458063.75,0,391951.49,357,12,1138.9
E20261708,-5,579163.68,0,399020.48,357,13,1226.2
E20261708,-4,571938.24,0,480497.32,336,13,1300.7
E20261708,-3,577408.06,0,455190.11,339,13,1465.5
E20261708,-2,520178.31,0,501181.66,321,12,1304.0
E20261708,-1,510411.52,0,438285.25,282,12,1123.7
E20261708,0,455602.97,0,372249.25,306,12,1129.2
E20261710,-23,77193.79,0,66894.0,57,1,174.3
E20261710,-22,72304.71,0,76345.72,53,1,212.1
E20261710,-21,76975.71,0,73186.47,51,1,214.8
E20261710,-20,78627.72,0,60164.34,57,1,206.2
E20261710,-19,78774.61,0,70848.81,59,1,192.9
E20261710,-18,75812.61,0,73196.33,56,1,208.2
E20261710,-17,77826.6,0,70895.01,58,1,190.2
E20261710,-16,78580.69,0,71000.01,54,1,207.1
E20261710,-15,93631.69,0,78831.51,53,1,219.2
E20261710,-14,86226.48,0,66837.56,55,1,219.3
E20261710,-13,73416.17,0,73871.09,55,1,199.5
E20261710,-12,79668.91,0,68618.68,58,1,189.7
E20261710,-11,79272.32,0,64493.92,59,1,202.4
E20261710,-10,80988.5,0,71567.49,58,1,206.0
E20261710,-9,72943.71,0,65310.15,53,1,198.0
E20261710,-8,69299.08,0,65304.42,50,1,177.9
E20261710,-7,76279.02,0,67841.8,52,1,200.2
E20261710,-6,80464.86,0,58311.4,55,1,210.3
E20261710,-5,87903.06,0,72888.41,53,1,220.4
E20261710,-4,87420.99,0,65359.36,60,1,220.8
E20261710,-3,88289.93,0,72977.12,59,1,217.3
E20261710,-2,87884.55,0,82941.9,53,1,221.2
E20261710,-1,73470.45,0,76595.7,56,1,202.0
E20261710,0,69913.95,0,66981.99,55,1,189.9
E20261711,-23,69163.95,0,57691.51,35,1,184.2
E20261711,-22,64080.02,0,66415.38,35,1,184.0
E20261711,-21,68348.93,0,52981.18,33,1,190.5
E20261711,-20,68005.93,0,59593.84,39,1,173.2
E20261711,-19,75591.49,0,59558.85,40,1,193.9
E20261711,-18,79986.94,0,67447.61,41,1,200.9
E20261711,-17,82363.63,0,65428.89,38,1,204.6
E20261711,-16,74024.74,0,68977.29,36,1,202.2
E20261711,-15,83876.37,0,68229.86,35,1,195.6
E20261711,-14,82742.18,0,71745.8,37,1,233.7
E20261711,-13,70436.03,0,60850.41,39,1,186.2
E20261711,-12,70265.13,0,64111.33,41,1,193.2
E20261711,-11,72093.28,0,58198.83,42,1,189.6
E20261711,-10,90468.67,0,71926.61,40,1,204.6
E20261711,-9,72958.57,0,57649.87,37,1,189.6
E20261711,-8,72376.43,0,55525.32,35,1,179.0
E20261711,-7,69214.51,0,54904.07,36,1,191.7
E20261711,-6,77928.47,0,59571.28,39,1,189.2
E20261711,-5,87554.33,0,65357.62,41,1,194.8
E20261711,-4,81957.63,0,74208.15,42,1,208.6
E20261711,-3,93459.33,0,79013.61,36,1,234.9
E20261711,-2,90087.89,0,68323.89,37,1,218.8
E20261711,-1,76971.36,0,61925.6,36,1,197.3
E20261711,0,74919.65,0,58660.17,36,1,166.6
E20261712,-23,448955.6,1,376927.84,339,9,1126.3
E20261712,-22,478109.08,0,436296.16,371,9,1442.3
E20261712,-21,450194.26,1,462006.6,382,9,1261.5
E20261712,-20,479691.06,1,437808.91,336,9,1223.8
E20261712,-19,489497.72,1,495384.06,407,9,1280.5
E20261712,-18,504615.51,1,446240.6,367,9,1367.2
E20261712,-17,562186.08,0,458034.77,333,9,1341.0
E20261712,-16,550587.24,1,464917.78,362,9,1392.0
E20261712,-15,567628.81,1,469014.78,374,9,1506.4
E20261712,-14,514228.97,1,485886.71,322,9,1496.1
E20261712,-13,511862.77,1,426831.26,378,9,1322.4
E20261712,-12,519879.29,1,487398.74,387,9,1288.8
E20261712,-11,470855.85,1,457624.9,400,9,1196.6
E20261712,-10,505558.45,1,502234.41,381,9,1385.9
E20261712,-9,483988.97,1,452083.31,339,9,1265.8
E20261712,-8,471498.53,1,441030.34,325,9,1305.7
E20261712,-7,426965.57,1,425054.97,348,9,1254.0
E20261712,-6,464122.98,1,458001.04,342,9,1259.4
E20261712,-5,500308.38,1,510308.62,383,9,1317.5
E20261712,-4,537266.11,1,451751.89,362,9,1501.6
E20261712,-3,594916.38,1,471906.31,358,9,1585.3
E20261712,-2,556885.3,1,448701.63,366,9,1553.6
E20261712,-1,476989.42,1,433374.18,318,9,1396.4
E20261712,0,450191.23,1,402429.68,347,9,1251.1
E20261713,-23,164045.67,1,154809.36,129,6,428.7
E20261713,-22,198685.83,1,154756.55,129,6,476.2
E20261713,-21,163719.37,1,141633.38,122,6,470.0
E20261713,-20,149364.18,0,137274.39,114,5,425.5
E20261713,-19,133310.4,1,117284.27,100,5,402.3
E20261713,-18,135187.89,1,121583.15,98,5,390.9
E20261713,-17,127322.17,1,116253.26,92,4,383.6
E20261713,-16,123539.43,1,92656.61,83,4,361.0
E20261713,-15,104106.58,0,94270.41,65,3,416.6
E20261713,-14,92522.88,1,73864.62,54,2,372.8
E20261713,-13,56580.99,0,51846.91,38,2,300.6
E20261713,-12,34820.59,1,28474.15,25,1,264.0
E20261713,-11,14391.89,0,12508.25,11,0,224.8
E20261713,-10,16184.81,0,11512.74,10,0,254.2
E20261713,-9,15120.83,0,12874.34,10,0,250.7
E20261713,-8,14529.9,0,12057.5,11,0,250.5
E20261713,-7,13742.56,0,11173.47,11,0,228.7
E20261713,-6,14098.72,0,11713.93,10,0,253.7
E20261713,-5,14843.01,1,13419.33,10,0,254.3
E20261713,-4,13578.47,0,13436.7,10,0,268.2
E20261713,-3,16494.83,0,14449.85,11,0,273.9
E20261713,-2,16841.7,0,15465.86,11,0,287.9
E20261713,-1,15324.24,1,13668.18,10,0,262.5
E20261713,0,13449.82,0,12615.23,10,0,231.4
E20261715,-23,345121.65,1,306405.97,105,1,1013.7
E20261715,-22,446071.18,1,339355.53,110,1,1038.3
E20261715,-21,377228.55,1,333689.47,106,1,1047.1
E20261715,-20,412863.52,1,356194.44,101,1,1002.5
E20261715,-19,362826.85,0,355654.4,113,1,924.7
E20261715,-18,419541.56,1,399956.66,109,1,1046.0
E20261715,-17,443815.43,1,354368.63,115,1,1144.7
E20261715,-16,436012.69,1,360317.05,94,1,1025.8
E20261715,-15,463996.54,1,407964.0,91,1,1215.3
E20261715,-14,418544.69,1,386853.89,108,1,1168.4
E20261715,-13,421310.3,1,359031.68,118,1,1074.1
E20261715,-12,413055.4,1,361794.33,112,1,1068.6
E20261715,-11,358302.99,1,325093.98,106,1,921.9
E20261715,-10,443434.8,1,364997.11,108,1,1190.6
E20261715,-9,363802.65,1,380082.74,98,1,1018.2
E20261715,-8,363553.72,1,304573.35,99,1,990.2
E20261715,-7,389734.06,1,340111.87,110,1,986.2
E20261715,-6,408645.69,1,386230.12,106,1,1082.4
E20261715,-5,418426.1,1,364795.73,112,1,1019.6
E20261715,-4,454835.16,1,377352.87,114,1,1134.2
E20261715,-3,465445.92,1,410578.14,108,1,1222.0
E20261715,-2,417860.87,1,436129.3,100,1,1157.1
E20261715,-1,362157.32,1,365602.47,102,1,1110.1
E20261715,0,383691.77,1,343522.83,105,1,1087.6
E20261716,-23,60408.06,0,21858.42,13,1,57.9
E20261716,-22,67368.28,0,22455.69,13,1,67.0
E20261716,-21,58474.96,0,18507.51,12,1,63.6
E20261716,-20,63283.75,0,23433.42,13,1,65.7
E20261716,-19,66726.16,0,20891.81,15,1,69.2
E20261716,-18,68637.87,0,24586.02,15,1,60.5
E20261716,-17,64949.1,0,22772.86,14,1,66.1
E20261716,-16,68477.35,0,25019.93,13,1,75.3
E20261716,-15,70932.41,0,26376.84,13,1,81.0
E20261716,-14,66249.96,0,26472.08,13,1,67.6
E20261716,-13,68488.27,0,19858.41,14,1,70.4
E20261716,-12,62704.12,0,20578.96,15,1,64.6
E20261716,-11,58821.1,0,22942.97,14,1,59.2
E20261716,-10,69326.12,0,25144.07,14,1,72.9
E20261716,-9,65096.58,0,19388.33,13,1,69.4
E20261716,-8,63045.87,0,23740.1,12,1,56.9
E20261716,-7,60771.88,0,20006.22,13,1,59.7
E20261716,-6,70394.78,0,21835.04,14,1,72.4
E20261716,-5,71398.76,0,22800.77,13,1,72.2
E20261716,-4,73743.75,0,25699.0,12,1,77.3
E20261716,-3,76099.51,0,24532.73,14,1,79.2
E20261716,-2,68248.28,0,26551.28,14,1,77.1
E20261716,-1,64079.27,0,20161.51,13,1,71.7
E20261716,0,58347.44,0,19661.42,14,1,64.4
E20261717,-23,743069.5,1,639979.67,385,1,1702.8
E20261717,-22,838999.22,1,651506.97,387,1,1828.9
E20261717,-21,730754.61,1,602894.56,394,1,1814.3
E20261717,-20,749612.66,1,654207.44,382,1,1855.3
E20261717,-19,764798.44,1,644116.27,400,1,1848.4
E20261717,-18,768677.69,1,607209.83,362,1,1892.7
E20261717,-17,812915.36,1,669559.62,391,1,1876.8
E20261717,-16,816859.68,1,633549.27,368,1,2014.2
E20261717,-15,966708.91,1,722996.0,399,1,2290.7
E20261717,-14,909797.96,1,750088.82,389,1,2275.5
E20261717,-13,758513.09,1,628947.12,416,1,1757.3
E20261717,-12,698282.46,1,674244.12,383,1,1808.0
E20261717,-11,744725.73,1,558553.22,357,1,1793.0
E20261717,-10,855238.95,1,709295.02,389,1,1988.4
E20261717,-9,760595.69,1,644446.57,401,1,1842.7
E20261717,-8,755410.08,1,621544.17,394,1,1880.2
E20261717,-7,791907.71,1,594685.36,422,1,1707.5
E20261717,-6,718461.06,1,677003.8,393,1,1815.5
E20261717,-5,785258.29,1,631835.6,378,1,1892.5
E20261717,-4,780094.09,1,673028.55,402,1,2088.5
E20261717,-3,831087.78,1,760101.8,412,1,2131.3
E20261717,-2,901174.61,1,782305.93,411,1,2220.1
E20261717,-1,783309.87,1,715082.22,388,1,1867.6
E20261717,0,681225.93,1,566549.57,360,1,1725.2
E20261718,-23,183553.36,0,165839.79,129,9,464.4
E20261718,-22,195996.16,0,183423.37,135,8,542.5
E20261718,-21,197071.24,0,172574.75,126,9,488.8
E20261718,-20,172703.52,0,144533.42,125,9,460.9
E20261718,-19,187978.94,0,171830.13,143,9,492.3
E20261718,-18,205540.53,0,150692.96,135,9,505.0
E20261718,-17,182212.42,0,170478.91,152,9,492.2
E20261718,-16,200033.83,0,179423.45,136,9,561.3
E20261718,-15,219241.62,0,176556.18,130,8,548.9
E20261718,-14,208523.04,0,203119.84,129,9,551.7
E20261718,-13,216184.96,0,172839.86,144,9,514.5
E20261718,-12,196579.16,0,179626.72,147,9,501.1
E20261718,-11,175546.04,0,161150.09,155,9,462.6
E20261718,-10,217801.77,0,178375.33,130,9,559.7
E20261718,-9,185506.69,0,151926.31,138,9,490.6
E20261718,-8,178007.22,0,147773.03,133,8,472.7
E20261718,-7,166493.03,0,145660.66,118,9,454.1
E20261718,-6,175332.61,0,172644.72,145,9,488.3
E20261718,-5,193103.01,0,177088.43,141,9,514.6
E20261718,-4,207698.67,0,179542.26,141,9,556.3
E20261718,-3,233629.74,0,185288.47,139,9,575.7
E20261718,-2,207245.83,0,169685.15,144,9,603.3
E20261718,-1,191907.86,0,184405.52,144,8,500.8
E20261718,0,173460.27,0,155618.16,121,9,475.6
E20261719,-23,202722.61,0,175394.91,55,4,553.9
E20261719,-22,236469.0,0,192298.21,58,4,616.5
E20261719,-21,205294.97,0,189623.22,62,4,609.0
E20261719,-20,233308.07,0,195025.34,54,4,549.9
E20261719,-19,199317.76,0,180281.7,50,4,560.1
E20261719,-18,221027.07,0,196233.06,56,4,529.7
E20261719,-17,231507.66,0,191358.6,62,4,610.3
E20261719,-16,246261.28,0,209503.84,56,4,620.7
E20261719,-15,253521.8,0,229589.85,59,4,662.1
E20261719,-14,241569.07,0,195315.45,59,4,626.0
E20261719,-13,218698.38,0,219185.79,57,4,554.1
E20261719,-12,212556.18,0,184707.57,56,4,544.7
E20261719,-11,202195.35,0,186234.11,57,4,538.6
E20261719,-10,242858.56,0,205220.36,58,4,615.6
E20261719,-9,203333.28,0,177528.43,56,4,564.1
E20261719,-8,197523.68,0,180611.25,59,4,570.5
E20261719,-7,210923.46,0,190135.28,57,4,507.6
E20261719,-6,208946.56,0,190619.99,55,4,534.4
E20261719,-5,201396.76,0,185504.86,45,4,546.7
E20261719,-4,191020.74,0,163264.1,46,3,552.0
E20261719,-3,179711.68,0,155881.74,46,3,579.8
E20261719,-2,154910.07,0,150283.83,33,2,526.2
E20261719,-1,114949.34,0,116206.98,29,2,467.0
E20261719,0,82370.25,0,72241.62,22,2,374.6
E20261721,-23,62672.75,1,53186.46,16,36,153.8
E20261721,-22,66559.59,1,55010.82,16,35,155.4
E20261721,-21,62363.62,0,53495.12,15,35,149.5
E20261721,-20,59991.41,1,50135.01,17,37,152.6
E20261721,-19,65975.8,1,53837.86,16,38,154.6
E20261721,-18,70188.95,1,55466.52,16,38,167.4
E20261721,-17,69272.1,1,52163.76,18,38,167.8
E20261721,-16,71574.02,1,56000.67,16,36,171.7
E20261721,-15,76032.73,1,62428.05,16,35,180.6
E20261721,-14,74712.52,1,60175.24,15,35,173.0
E20261721,-13,68596.33,1,51431.14,16,37,161.2
E20261721,-12,67633.83,1,57789.5,18,38,159.5
E20261721,-11,66651.54,1,53383.42,16,38,152.1
E20261721,-10,74852.29,1,58795.07,16,38,173.7
E20261721,-9,66218.42,1,53475.1,15,36,162.8
E20261721,-8,62679.39,1,51413.12,16,35,141.4
E20261721,-7,61327.86,1,54019.48,15,35,147.6
E20261721,-6,69212.4,1,53176.44,15,37,148.0
E20261721,-5,69617.1,1,57045.84,16,38,166.2
E20261721,-4,68823.86,1,54637.66,17,38,184.5
E20261721,-3,82958.57,1,65187.89,16,38,177.5
E20261721,-2,77961.47,1,69547.87,15,36,180.5
E20261721,-1,71190.91,1,55021.75,16,35,151.1
E20261721,0,61275.48,1,48210.01,16,35,138.2
E20261722,-23,835873.12,1,408440.24,385,7,1387.0
E20261722,-22,883748.44,1,503343.13,378,7,1501.9
E20261722,-21,829300.62,1,454843.22,366,7,1370.1
E20261722,-20,875681.45,1,461108.39,392,7,1303.9
E20261722,-19,832067.94,1,509979.98,405,7,1321.7
E20261722,-18,818664.02,1,480112.66,421,7,1457.6
E20261722,-17,916924.41,1,504638.48,427,7,1478.9
E20261722,-16,870383.17,1,431786.59,351,7,1504.5
E20261722,-15,957405.91,1,517932.45,380,7,1656.2
